subject_key,capture_key,original_subject_id,original_photo_id,front_path,side_path,gender,height_cm,weight_kg,ankle_cm,arm_length_cm,bicep_cm,calf_cm,chest_cm,forearm_cm,measurement_height_cm,hip_cm,leg_length_cm,shoulder_breadth_cm,shoulder_to_crotch_cm,thigh_cm,waist_cm,wrist_cm
sub_0001,cap_001,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,e6f404ebda41ebe93573d3e219c88297,data/bodym/raw_masks/sub_0001/cap_001_front.png,data/bodym/raw_masks/sub_0001/cap_001_side.png,male,178.00,79.60,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727
sub_0001,cap_002,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,39a4241cb892618a694747e224d57b9e,data/bodym/raw_masks/sub_0001/cap_002_front.png,data/bodym/raw_masks/sub_0001/cap_002_side.png,male,178.00,79.60,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727
sub_0001,cap_003,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,a00a6c0c074efbd92c894cbc77023939,data/bodym/raw_masks/sub_0001/cap_003_front.png,data/bodym/raw_masks/sub_0001/cap_003_side.png,male,178.00,79.60,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727
sub_0001,cap_004,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,7c99b3017f21f9797851e70de084bfcb,data/bodym/raw_masks/sub_0001/cap_004_front.png,data/bodym/raw_masks/sub_0001/cap_004_side.png,male,178.00,79.60,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727
sub_0001,cap_005,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,3000cb26b2090db5a7d82926af8c6a83,data/bodym/raw_masks/sub_0001/cap_005_front.png,data/bodym/raw_masks/sub_0001/cap_005_side.png,male,178.00,79.60,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727
sub_0001,cap_006,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,e62a945f9950f739ea73b90438a9e9cc,data/bodym/raw_masks/sub_0001/cap_006_front.png,data/bodym/raw_masks/sub_0001/cap_006_side.png,male,178.00,79.60,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727
sub_0002,cap_001,-5OHO2b5mRDY1rvAf07sYYtekEEX7ViEGmvRr7l4tfc,69748a13010a169df0f7cb986ac1129e,data/bodym/raw_masks/sub_0002/cap_001_front.png,data/bodym/raw_masks/sub_0002/cap_001_side.png,female,163.00,65.00,22.00178337097168,46.76323318481445,28.288970947265625,35.64996337890625,99.2533950805664,24.81337547302246,164.37962341308594,92.1286849975586,75.12725830078125,33.848777770996094,60.541385650634766,52.41831970214844,87.30789947509766,15.192037582397461
sub_0003,cap_001,-5iHTazqnmWBsnUY6ymoCw1kORMymRDaUla1eNOjgvI,0d4a9cce6294a2bdc6dae93d0d9c42a8,data/bodym/raw_masks/sub_0003/cap_001_front.png,data/bodym/raw_masks/sub_0003/cap_001_side.png,male,185.00,82.90,26.565006256103516,53.288597106933594,30.80095863342285,39.854949951171875,102.39127349853516,27.71979522705078,183.71884155273438,106.04412078857422,84.05552673339844,37.8564567565918,72.00437927246094,52.934085845947266,96.5964126586914,17.93659782409668
sub_0003,cap_002,-5iHTazqnmWBsnUY6ymoCw1kORMymRDaUla1eNOjgvI,cb5e3a2ce44d28764b2b453b0950e980,data/bodym/raw_masks/sub_0003/cap_002_front.png,data/bodym/raw_masks/sub_0003/cap_002_side.png,male,185.00,82.90,26.565006256103516,53.288597106933594,30.80095863342285,39.854949951171875,102.39127349853516,27.71979522705078,183.71884155273438,106.04412078857422,84.05552673339844,37.8564567565918,72.00437927246094,52.934085845947266,96.5964126586914,17.93659782409668
sub_0004,cap_001,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,ecff10b191d87ec602eb58621d5a8e23,data/bodym/raw_masks/sub_0004/cap_001_front.png,data/bodym/raw_masks/sub_0004/cap_001_side.png,male,166.00,88.70,24.779565811157227,49.07775115966797,34.61311340332031,38.10426712036133,111.16407012939453,28.5504093170166,169.05911254882812,109.52946472167969,74.31023406982422,38.19779968261719,68.53671264648438,58.656673431396484,103.3951187133789,17.02985954284668
sub_0004,cap_002,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,d9adfcab9e56b15a41704ae9e823ab06,data/bodym/raw_masks/sub_0004/cap_002_front.png,data/bodym/raw_masks/sub_0004/cap_002_side.png,male,166.00,88.70,24.779565811157227,49.07775115966797,34.61311340332031,38.10426712036133,111.16407012939453,28.5504093170166,169.05911254882812,109.52946472167969,74.31023406982422,38.19779968261719,68.53671264648438,58.656673431396484,103.3951187133789,17.02985954284668
sub_0005,cap_001,-67TrwlJ3GSsqPeHaa2Nb0iQ-BKZfIx4ERysQPZ0-SY,ecb8c4b1031624047de1493c7e8b3905,data/bodym/raw_masks/sub_0005/cap_001_front.png,data/bodym/raw_masks/sub_0005/cap_001_side.png,female,144.60,44.20,20.78885269165039,42.229557037353516,24.527141571044922,29.18135643005371,93.62777709960938,21.97903823852539,146.51663208007812,87.13410186767578,67.26985931396484,31.659196853637695,52.6972770690918,41.84494400024414,74.4008560180664,15.120060920715332
sub_0006,cap_001,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,427dc3d3705c17c529a142290969a496,data/bodym/raw_masks/sub_0006/cap_001_front.png,data/bodym/raw_masks/sub_0006/cap_001_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_002,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,b86b7ee5c75198c7181cd4412cc76cfe,data/bodym/raw_masks/sub_0006/cap_002_front.png,data/bodym/raw_masks/sub_0006/cap_002_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_003,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,21a247dee01735e54febbea857b5d638,data/bodym/raw_masks/sub_0006/cap_003_front.png,data/bodym/raw_masks/sub_0006/cap_003_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_004,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,3d15cba23e9c6fe9bfd509a4934f511a,data/bodym/raw_masks/sub_0006/cap_004_front.png,data/bodym/raw_masks/sub_0006/cap_004_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_005,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,70b35a7aee34e1e817007a6f63b2af8e,data/bodym/raw_masks/sub_0006/cap_005_front.png,data/bodym/raw_masks/sub_0006/cap_005_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_006,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,2bb9b09ef0a4ac0ea473a8047076d395,data/bodym/raw_masks/sub_0006/cap_006_front.png,data/bodym/raw_masks/sub_0006/cap_006_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_007,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,b8ad9ea99fb7c76617a3922a38348090,data/bodym/raw_masks/sub_0006/cap_007_front.png,data/bodym/raw_masks/sub_0006/cap_007_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_008,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,dd4671d13fbb81bc8b4a6765d9cc9ad1,data/bodym/raw_masks/sub_0006/cap_008_front.png,data/bodym/raw_masks/sub_0006/cap_008_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_009,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,dab903d03ca65b3d2a0629d919a09dc2,data/bodym/raw_masks/sub_0006/cap_009_front.png,data/bodym/raw_masks/sub_0006/cap_009_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0006,cap_010,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,3ef19d383e16ff7c498d1f9650b8bd8b,data/bodym/raw_masks/sub_0006/cap_010_front.png,data/bodym/raw_masks/sub_0006/cap_010_side.png,male,177.00,74.70,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836
sub_0007,cap_001,-BdVKIwm3OGEfAEB56ar_HJqpYwmLXwhKKlyF0Gi4iU,f4c776abab7952840a393ac995fded6e,data/bodym/raw_masks/sub_0007/cap_001_front.png,data/bodym/raw_masks/sub_0007/cap_001_side.png,male,178.60,67.10,25.466156005859375,51.1634635925293,29.09806251525879,37.15715026855469,92.7225341796875,27.15604591369629,178.9779815673828,97.8735122680664,82.30216979980469,37.239463806152344,66.81805419921875,49.03817367553711,78.92030334472656,17.399463653564453
sub_0008,cap_001,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,c4a623b8c695bc7117fe33fb477e21d8,data/bodym/raw_masks/sub_0008/cap_001_front.png,data/bodym/raw_masks/sub_0008/cap_001_side.png,female,158.00,77.40,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.54927062988281,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.528831481933594,54.90545654296875,107.0347900390625,16.706375122070312
sub_0008,cap_002,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,254f7acb644d4113edf94a6fa3b3d152,data/bodym/raw_masks/sub_0008/cap_002_front.png,data/bodym/raw_masks/sub_0008/cap_002_side.png,female,158.00,77.40,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.54927062988281,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.528831481933594,54.90545654296875,107.0347900390625,16.706375122070312
sub_0008,cap_003,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,12f608093cac0c52a41a855c694a586d,data/bodym/raw_masks/sub_0008/cap_003_front.png,data/bodym/raw_masks/sub_0008/cap_003_side.png,female,158.00,77.40,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.54927062988281,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.528831481933594,54.90545654296875,107.0347900390625,16.706375122070312
sub_0008,cap_004,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,bce33b8d3f0fbe2fb08b80f7356ef4a2,data/bodym/raw_masks/sub_0008/cap_004_front.png,data/bodym/raw_masks/sub_0008/cap_004_side.png,female,158.00,77.40,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.54927062988281,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.528831481933594,54.90545654296875,107.0347900390625,16.706375122070312
sub_0008,cap_005,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,f7ac8f3ee0645855f088cc8d213198a0,data/bodym/raw_masks/sub_0008/cap_005_front.png,data/bodym/raw_masks/sub_0008/cap_005_side.png,female,158.00,77.40,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.54927062988281,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.528831481933594,54.90545654296875,107.0347900390625,16.706375122070312
sub_0008,cap_006,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,084a938ea27cfe695205db36f9ad3145,data/bodym/raw_masks/sub_0008/cap_006_front.png,data/bodym/raw_masks/sub_0008/cap_006_side.png,female,158.00,77.40,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.54927062988281,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.528831481933594,54.90545654296875,107.0347900390625,16.706375122070312
sub_0008,cap_007,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,06284964e245e85c88a24e8036f36ddc,data/bodym/raw_masks/sub_0008/cap_007_front.png,data/bodym/raw_masks/sub_0008/cap_007_side.png,female,158.00,77.40,24.376115798950195,45.99767303466797,29.44034194946289,37.11942672729492,113.54927062988281,25.034324645996094,160.16490173339844,106.76206970214844,72.8509750366211,35.03535079956055,60.528831481933594,54.90545654296875,107.0347900390625,16.706375122070312
sub_0009,cap_001,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,aac7c8bc568e32a2b6a3d8ecc2be2316,data/bodym/raw_masks/sub_0009/cap_001_front.png,data/bodym/raw_masks/sub_0009/cap_001_side.png,female,162.00,66.90,24.880470275878906,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859375,25.155757904052734,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
sub_0009,cap_002,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,85b3dc8094cbcdf68632fdfc2bdbdbb9,data/bodym/raw_masks/sub_0009/cap_002_front.png,data/bodym/raw_masks/sub_0009/cap_002_side.png,female,162.00,66.90,24.880470275878906,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859375,25.155757904052734,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
sub_0009,cap_003,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,66ce4906e1dedb7e1cb8b8b770bbf490,data/bodym/raw_masks/sub_0009/cap_003_front.png,data/bodym/raw_masks/sub_0009/cap_003_side.png,female,162.00,66.90,24.880470275878906,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859375,25.155757904052734,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
sub_0009,cap_004,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,30b50a81ba3e1ceedfdbb9a368a5ec76,data/bodym/raw_masks/sub_0009/cap_004_front.png,data/bodym/raw_masks/sub_0009/cap_004_side.png,female,162.00,66.90,24.880470275878906,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859375,25.155757904052734,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
sub_0009,cap_005,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,1a617423c42c0419a632b28d5f6a2e92,data/bodym/raw_masks/sub_0009/cap_005_front.png,data/bodym/raw_masks/sub_0009/cap_005_side.png,female,162.00,66.90,24.880470275878906,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859375,25.155757904052734,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
sub_0009,cap_006,-ENkfo777FGDxVRXMHmkujRtZle23u0_smgNc2pQuUY,8f12519aa9e41d4ee8592d1b344ad5b0,data/bodym/raw_masks/sub_0009/cap_006_front.png,data/bodym/raw_masks/sub_0009/cap_006_side.png,female,162.00,66.90,24.880470275878906,46.4306640625,29.9108829498291,39.28228759765625,94.17327880859375,25.155757904052734,162.006591796875,102.333740234375,75.34252166748047,33.09746170043945,59.270545959472656,55.3901252746582,85.31018829345703,16.6101131439209
sub_0010,cap_001,-EujjqWPZ_L0NO_RqgxJ79mA23Tjj33cYAoFaysL4I0,9554c0272e9838ecd21efa04fcb53973,data/bodym/raw_masks/sub_0010/cap_001_front.png,data/bodym/raw_masks/sub_0010/cap_001_side.png,female,154.10,83.70,22.742536544799805,45.37940216064453,32.74854278564453,37.94465255737305,122.96255493164062,26.89884376525879,155.54574584960938,114.80290985107422,68.06900787353516,35.909629821777344,59.71751022338867,57.096954345703125,112.93948364257812,16.802091598510742
sub_0011,cap_001,-JvTra6b-sTRKwQQZ6DHxXMuRtvz2X0fkXKyrXyrcrk,a040c302ff99965ebe367b063d19ee20,data/bodym/raw_masks/sub_0011/cap_001_front.png,data/bodym/raw_masks/sub_0011/cap_001_side.png,male,172.60,68.10,24.74004364013672,50.97289276123047,30.681303024291992,35.23457717895508,95.77923583984375,27.324010848999023,174.0694122314453,96.9201431274414,81.30386352539062,35.66278076171875,65.10942077636719,50.87236785888672,82.21373748779297,17.28766632080078
sub_0012,cap_001,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,7d1f50c43f01c5945dc00ba07af0228e,data/bodym/raw_masks/sub_0012/cap_001_front.png,data/bodym/raw_masks/sub_0012/cap_001_side.png,male,179.00,101.70,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015625,33.70765686035156,180.67039489746094,110.95491027832031,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
sub_0012,cap_002,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,2bdf0d2809368c3baa494c98f1fec717,data/bodym/raw_masks/sub_0012/cap_002_front.png,data/bodym/raw_masks/sub_0012/cap_002_side.png,male,179.00,101.70,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015625,33.70765686035156,180.67039489746094,110.95491027832031,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
sub_0012,cap_003,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,b51a1ea0bbf99b180b41dc329bade134,data/bodym/raw_masks/sub_0012/cap_003_front.png,data/bodym/raw_masks/sub_0012/cap_003_side.png,male,179.00,101.70,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015625,33.70765686035156,180.67039489746094,110.95491027832031,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
